koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,koipos,koineg,koiperpos,koiperneg,koitimepos,koitimeneg,koidurpos,koidurneg,koidepthpos,koidepthneg,koipradpos,koipradneg,koiteqpos,koiteqneg,koinsolpos,koinsolneg,koisteffpos,koisteffneg,koisloggpos,koisloggneg,koisradpos,koisradneg
CONFIRMED,CANDIDATE,1,20.4998763,0.0001716,-0.0001716,131.82068,0.00664,-0.00664,6.501,0.142,-0.142,437.8,22.8,-22.8,2.8,0.92,-0.31,731,0,0,67.67,65.55,-21.1,21.1,6249,174,-217,4.428,0.067,-0.202,1.076,0.353,-0.118,15.442,20.5000479,20.4997047,20.5000479,20.4997047,131.82732,131.81404,6.643,6.359,460.6,415,3.72,2.49,731,731,133.22,46.57,6423,6032,4.495,4.226,1.429,0.958
CONFIRMED,CANDIDATE,1,1.921437488,0.000002196,-0.000002196,131.806204,0.000961,-0.000961,1.9046,0.0285,-0.0285,278.7,5.8,-5.8,1.77,0.41,-0.24,1276,0,0,626.79,443.77,-203.34,56.7,5238,158,-142,4.472,0.117,-0.273,0.851,0.197,-0.112,14.131,1.921439684,1.921435292,1.921439684,1.921435292,131.807165,131.805243,1.9331,1.8761,284.5,272.9,2.18,1.53,1276,1276,1070.56,423.45,5396,5096,4.589,4.199,1.048,0.739
CONFIRMED,CANDIDATE,0.998,96.109323,0.002032,-0.002032,187.699,0.0101,-0.0101,9.877,0.784,-0.784,982.3,48.3,-48.3,4.01,0.54,-0.54,409,0,0,6.59,2.54,-2,28.7,5792,104,-104,4.375,0.126,-0.103,1.005,0.136,-0.136,15.321,96.111355,96.107291,96.111355,96.107291,187.7091,187.6889,10.661,9.093,1030.6,934,4.55,3.47,409,409,9.13,4.59,5896,5688,4.501,4.272,1.141,0.869
CONFIRMED,CANDIDATE,1,20.38174802,0.00005239,-0.00005239,142.31499,0.00209,-0.00209,3.7922,0.0692,-0.0692,1597.1,36.7,-36.7,3.16,0.11,-0.22,528,0,0,18.36,2.57,-3.52,46.8,4883,77,-87,4.515,0.064,-0.02,0.808,0.028,-0.055,15.887,20.38180041,20.38169563,20.38180041,20.38169563,142.31708,142.3129,3.8614,3.723,1633.8,1560.4,3.27,2.94,528,528,20.93,14.84,4960,4796,4.579,4.495,0.836,0.753
CANDIDATE,CANDIDATE,0.977,7.00447892,0.00006256,-0.00006256,137.89902,0.00635,-0.00635,2.669,0.194,-0.194,231.4,26.4,-26.4,1.19,0.04,-0.08,754,0,0,76.26,10.65,-14.63,9.9,4883,77,-87,4.515,0.064,-0.02,0.808,0.028,-0.055,15.887,7.00454148,7.00441636,7.00454148,7.00441636,137.90537,137.89267,2.863,2.475,257.8,205,1.23,1.11,754,754,86.91,61.63,4960,4796,4.579,4.495,0.836,0.753
CONFIRMED,CANDIDATE,1,5.101375725,0.000008821,-0.000008821,357.48217,0.00117,-0.00117,2.595,0.0378,-0.0378,894.6,18.9,-18.9,2.84,0.88,-0.3,1050,0,0,287.28,264.29,-87.12,55.1,5869,164,-205,4.479,0.067,-0.202,0.954,0.297,-0.099,15.455,5.101384546,5.101366904,5.101384546,5.101366904,357.48334,357.481,2.6328,2.5572,913.5,875.7,3.72,2.54,1050,1050,551.57,200.16,6033,5664,4.546,4.277,1.251,0.855
FALSE POSITIVE,FALSE POSITIVE,0,17.7940049,0.0001017,-0.0001017,365.34666,0.00345,-0.00345,4.091,0.183,-0.183,879.4,37.3,-37.3,312.48,101.5,-36.22,762,0,0,79.54,76.29,-27.15,27.7,6273,175,-263,4.442,0.056,-0.224,1.044,0.339,-0.121,15.378,17.7941066,17.7939032,17.7941066,17.7939032,365.35011,365.34321,4.274,3.908,916.7,842.1,413.98,276.26,762,762,155.83,52.39,6448,6010,4.498,4.218,1.383,0.923
FALSE POSITIVE,FALSE POSITIVE,0.133,3.47021401,0.00002206,-0.00002206,356.09943,0.00469,-0.00469,2.289,0.155,-0.155,1105.2,85.9,-85.9,2.4,0.21,-0.23,933,0,0,179.02,64.59,-52.77,8.3,4922,176,-176,4.555,0.066,-0.044,0.744,0.065,-0.072,15.305,3.47023607,3.47019195,3.47023607,3.47019195,356.10412,356.09474,2.444,2.134,1191.1,1019.3,2.61,2.17,933,933,243.61,126.25,5098,4746,4.621,4.511,0.809,0.672
CANDIDATE,CANDIDATE,1,30.69395532,0.00001556,-0.00001556,365.665214,0.000358,-0.000358,2.9512,0.0166,-0.0166,18121,109,-109,13.72,4.37,-1.45,614,0,0,33.69,32.59,-10.67,196.6,6137,193,-236,4.46,0.054,-0.202,1.018,0.324,-0.108,15.673,30.69397088,30.69393976,30.69397088,30.69393976,365.665572,365.664856,2.9678,2.9346,18230,18012,18.09,12.27,614,614,66.28,23.02,6330,5901,4.514,4.258,1.342,0.91
FALSE POSITIVE,FALSE POSITIVE,0,2.139325409,0.000001134,-0.000001134,135.062261,0.000418,-0.000418,2.8056,0.0227,-0.0227,6897.8,50.8,-50.8,11.61,1.15,-0.94,1007,0,0,243.34,84.03,-59.38,164.4,4765,130,-130,4.642,0.032,-0.052,0.666,0.066,-0.054,14.708,2.139326543,2.139324275,2.139326543,2.139324275,135.062679,135.061843,2.8283,2.7829,6948.6,6847,12.76,10.67,1007,1007,327.37,183.96,4895,4635,4.674,4.59,0.732,0.612
CANDIDATE,CANDIDATE,0,29.48106127,0.0000096,-0.0000096,134.22446,0.000261,-0.000261,3.6636,0.0234,-0.0234,11871,48.3,-48.3,16.61,4.49,-3.01,571,0,0,25.1,20.52,-10.19,332,5631,169,-169,4.41,0.171,-0.209,0.901,0.244,-0.163,15.135,29.48107087,29.48105167,29.48107087,29.48105167,134.224721,134.224199,3.687,3.6402,11919.3,11822.7,21.1,13.6,571,571,45.62,14.91,5800,5462,4.581,4.201,1.145,0.738
CONFIRMED,CANDIDATE,0,572.376632,0.006215,-0.006215,306.51006,0.00425,-0.00425,24.42,0.559,-0.559,1743.4,22.3,-22.3,5.8,1.04,-0.77,264,0,0,1.15,0.56,-0.35,78.6,6226,112,-124,4.264,0.115,-0.115,1.299,0.231,-0.173,13.955,572.382847,572.370417,572.382847,572.370417,306.51431,306.50581,24.979,23.861,1765.7,1721.1,6.84,5.03,264,264,1.71,0.8,6338,6102,4.379,4.149,1.53,1.126
FALSE POSITIVE,FALSE POSITIVE,0,2.233799622,0.000000959,-0.000000959,134.720709,0.000346,-0.000346,3.04,0.0173,-0.0173,2658.5,13.9,-13.9,28.63,7.92,-2.64,1287,0,0,650.73,527.42,-175.21,228.9,5741,153,-170,4.555,0.035,-0.196,0.846,0.234,-0.078,15.195,2.233800581,2.233798663,2.233800581,2.233798663,134.721055,134.720363,3.0573,3.0227,2672.4,2644.6,36.55,25.99,1287,1287,1178.15,475.52,5894,5571,4.59,4.359,1.08,0.768
FALSE POSITIVE,FALSE POSITIVE,0,31.13862664,0.00003111,-0.00003111,415.9492,0.00065,-0.00065,5.2482,0.0492,-0.0492,11427,121,-121,12.88,3.72,-1.24,582,0,0,27.22,23.83,-8.14,163.7,5919,182,-223,4.485,0.05,-0.2,1,0.289,-0.096,15.821,31.13865775,31.13859553,31.13865775,31.13859553,415.94985,415.94855,5.2974,5.199,11548,11306,16.6,11.64,582,582,51.05,19.08,6101,5696,4.535,4.285,1.289,0.904
CONFIRMED,CANDIDATE,1,13.93068791,0.00007526,-0.00007526,134.42851,0.00409,-0.00409,2.312,0.117,-0.117,186.5,13.8,-13.8,1.4,0.11,-0.06,665,0,0,46.19,10.38,-6.25,14.9,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,14.279,13.93076317,13.93061265,13.93076317,13.93061265,134.4326,134.42442,2.429,2.195,200.3,172.7,1.51,1.34,665,665,56.57,39.94,5571,5415,4.584,4.507,0.904,0.804
CONFIRMED,CANDIDATE,0.9,20.4074846,0.0003129,-0.0003129,140.1821,0.0134,-0.0134,8.839,0.492,-0.492,363.4,18,-18,2.9,0.87,-0.31,660,0,0,44.8,39.4,-13.58,24.5,5823,158,-193,4.472,0.052,-0.208,0.972,0.291,-0.104,14.802,20.4077975,20.4071717,20.4077975,20.4071717,140.1955,140.1687,9.331,8.347,381.4,345.4,3.77,2.59,660,660,84.2,31.22,5981,5630,4.524,4.264,1.263,0.868
FALSE POSITIVE,FALSE POSITIVE,0,12.36564669,0.00005915,-0.00005915,140.92029,0.00397,-0.00397,3.644,0.215,-0.215,388.4,21.1,-21.1,24.89,7.6,-2.54,804,0,0,98.51,88.19,-28.96,22.8,6075,163,-199,4.495,0.052,-0.208,0.952,0.291,-0.097,14.59,12.36570584,12.36558754,12.36570584,12.36558754,140.92426,140.91632,3.859,3.429,409.5,367.3,32.49,22.35,804,804,186.7,69.55,6238,5876,4.547,4.287,1.243,0.855
CONFIRMED,CANDIDATE,0.999,10.35078415,0.00004721,-0.00004721,133.71163,0.00378,-0.00378,6.253,0.119,-0.119,273.1,8.5,-8.5,1.97,0.31,-0.27,842,0,0,119.01,48.73,-35.39,36.5,5534,82,-74,4.338,0.138,-0.103,1.08,0.165,-0.15,14.659,10.35083136,10.35073694,10.35083136,10.35073694,133.71541,133.70785,6.372,6.134,281.6,264.6,2.28,1.7,842,842,167.74,83.62,5616,5460,4.476,4.235,1.245,0.93
CONFIRMED,CANDIDATE,0.838,62.9224936,0.0007859,-0.0007859,151.6882,0.0107,-0.0107,11.64,0.317,-0.317,417.8,16.2,-16.2,2.75,0.42,-0.38,462,0,0,10.73,4.4,-3.19,28.7,5534,82,-74,4.338,0.138,-0.103,1.08,0.165,-0.15,14.659,62.9232795,62.9217077,62.9232795,62.9217077,151.6989,151.6775,11.957,11.323,434,401.6,3.17,2.37,462,462,15.13,7.54,5616,5460,4.476,4.235,1.245,0.93
CANDIDATE,CANDIDATE,1,32.7737631,0.0001788,-0.0001788,151.44352,0.00463,-0.00463,3.416,0.241,-0.241,564.5,28.8,-28.8,5,0.78,-1.17,686,0,0,52.22,21.88,-23.25,21.7,5640,84,-76,4.076,0.203,-0.087,1.534,0.24,-0.36,14.758,32.7739419,32.7735843,32.7739419,32.7735843,151.44815,151.43889,3.657,3.175,593.3,535.7,5.78,3.83,686,686,74.1,28.97,5724,5564,4.279,3.989,1.774,1.174
CONFIRMED,CANDIDATE,0,38.6520796,0.0002564,-0.0002564,164.04455,0.00516,-0.00516,5.607,0.179,-0.179,566.5,24.4,-24.4,2.07,0.21,-0.16,487,0,0,13.28,4.15,-2.81,24.8,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,14.991,38.652336,38.6518232,38.652336,38.6518232,164.04971,164.03939,5.786,5.428,590.9,542.1,2.28,1.91,487,487,17.43,10.47,5530,5314,4.547,4.407,0.977,0.82
CONFIRMED,CANDIDATE,0.997,14.20442616,0.00006285,-0.00006285,142.7332,0.00345,-0.00345,3.898,0.104,-0.104,800.6,33.3,-33.3,1.9,0.3,-0.12,602,0,0,31.1,16.7,-7.29,26.7,5350,193,-171,4.647,0.03,-0.096,0.678,0.105,-0.045,15.469,14.20448901,14.20436331,14.20448901,14.20436331,142.73665,142.72975,4.002,3.794,833.9,767.3,2.2,1.78,602,602,47.8,23.81,5543,5179,4.677,4.551,0.783,0.633
CONFIRMED,CANDIDATE,0.991,55.673582,0.0002722,-0.0002722,136.54906,0.00406,-0.00406,3.778,0.118,-0.118,765.1,37.9,-37.9,2.19,0.1,-0.13,384,0,0,5.16,0.85,-0.85,22.7,4998,79,-79,4.53,0.056,-0.032,0.808,0.037,-0.046,15.061,55.6738542,55.6733098,55.6738542,55.6733098,136.55312,136.545,3.896,3.66,803,727.2,2.29,2.06,384,384,6.01,4.31,5077,4919,4.586,4.498,0.845,0.762
CONFIRMED,CANDIDATE,1,6.82778157,0.00001744,-0.00001744,131.78839,0.0022,-0.0022,2.3726,0.0632,-0.0632,545.8,18.5,-18.5,1.34,0.08,-0.06,577,0,0,26.31,5.4,-4.33,32.2,4198,83,-83,4.689,0.023,-0.028,0.574,0.032,-0.028,15.224,6.82779901,6.82776413,6.82779901,6.82776413,131.79059,131.78619,2.4358,2.3094,564.3,527.3,1.42,1.28,577,577,31.71,21.98,4281,4115,4.712,4.661,0.606,0.546
FALSE POSITIVE,FALSE POSITIVE,0,0.687895191,0.00000121,-0.00000121,133.66492,0.00144,-0.00144,2.4233,0.0542,-0.0542,462.5,9.3,-9.3,1.35,0.1,-0.11,1391,0,0,888.72,256.56,-230.67,60.9,4478,133,-133,4.615,0.053,-0.025,0.651,0.046,-0.056,15.657,0.687896401,0.687893981,0.687896401,0.687893981,133.66636,133.66348,2.4775,2.3691,471.8,453.2,1.45,1.24,1391,1391,1145.28,658.05,4611,4345,4.668,4.59,0.697,0.595
CONFIRMED,CANDIDATE,1,127.2824442,0.0001696,-0.0001696,163.89,0.00115,-0.00115,7.1545,0.0744,-0.0744,8088.6,62.6,-62.6,12.04,1.87,-2.06,392,0,0,5.61,2.49,-2.03,148.1,5733,115,-104,4.281,0.143,-0.104,1.183,0.184,-0.202,15.505,127.2826138,127.2822746,127.2826138,127.2822746,163.89115,163.88885,7.2289,7.0801,8151.2,8026,13.91,9.98,392,392,8.1,3.58,5848,5629,4.424,4.177,1.367,0.981
CONFIRMED,CANDIDATE,1,10.06083238,0.00001495,-0.00001495,138.96723,0.00126,-0.00126,4.5718,0.0508,-0.0508,460.2,6.1,-6.1,2.58,0.41,-0.4,899,0,0,154.16,68.53,-51.89,86.4,5705,114,-103,4.297,0.156,-0.104,1.14,0.177,-0.177,13.844,10.06084733,10.06081743,10.06084733,10.06081743,138.96849,138.96597,4.6226,4.521,466.3,454.1,2.99,2.18,899,899,222.69,102.27,5819,5602,4.453,4.193,1.317,0.963
CONFIRMED,CANDIDATE,1,30.1837021,0.0001154,-0.0001154,146.64675,0.00311,-0.00311,5.879,0.103,-0.103,974.9,28.9,-28.9,3.65,0.57,-0.62,634,0,0,38.2,17.02,-13.79,37.9,5733,115,-104,4.281,0.143,-0.104,1.183,0.184,-0.202,15.505,30.1838175,30.1835867,30.1838175,30.1835867,146.64986,146.64364,5.982,5.776,1003.8,946,4.22,3.03,634,634,55.22,24.41,5848,5629,4.424,4.177,1.367,0.981
FALSE POSITIVE,FALSE POSITIVE,0,2.92928244,0.00001547,-0.00001547,133.72275,0.00474,-0.00474,6.794,0.211,-0.211,268.6,8,-8,38.42,6.95,-12.9,2112,0,0,4706.45,2516.39,-2847.92,39.2,6634,161,-181,3.831,0.3,-0.1,2.251,0.407,-0.756,12.674,2.92929791,2.92926697,2.92929791,2.92926697,133.72749,133.71801,7.005,6.583,276.6,260.6,45.37,25.52,2112,2112,7222.84,1858.53,6795,6453,4.131,3.731,2.658,1.495
CANDIDATE,CANDIDATE,0.939,77.63424586,0.00006004,-0.00006004,417.153212,0.000517,-0.000517,4.1002,0.0259,-0.0259,16612,102,-102,9.4,0.67,-0.92,325,0,0,2.65,0.85,-0.79,185.5,4812,172,-172,4.548,0.066,-0.039,0.755,0.054,-0.074,15.915,77.6343059,77.63418582,77.6343059,77.63418582,417.153729,417.152695,4.1261,4.0743,16714,16510,10.07,8.48,325,325,3.5,1.86,4984,4640,4.614,4.509,0.809,0.681
CONFIRMED,CANDIDATE,0.331,52.75878505,0.00003347,-0.00003347,156.306351,0.000526,-0.000526,6.6517,0.0404,-0.0404,5805.8,26.6,-26.6,8.76,2.91,-0.97,540,0,0,20.08,19.73,-6.5,265.4,6228,174,-239,4.413,0.054,-0.216,1.137,0.378,-0.126,15.182,52.75881852,52.75875158,52.75881852,52.75875158,156.306877,156.305825,6.6921,6.6113,5832.4,5779.2,11.67,7.79,540,540,39.81,13.58,6402,5989,4.467,4.197,1.515,1.011
FALSE POSITIVE,FALSE POSITIVE,0,1.332564478,0.000002293,-0.000002293,354.58908,0.00121,-0.00121,6.0325,0.076,-0.076,1071.5,11.1,-11.1,27.04,7.89,-2.61,1618,0,0,1627.5,1446.33,-492.96,119.6,5995,189,-231,4.536,0.048,-0.192,0.878,0.256,-0.085,15.866,1.332566771,1.332562185,1.332566771,1.332562185,354.59029,354.58787,6.1085,5.9565,1082.6,1060.4,34.93,24.43,1618,1618,3073.83,1134.54,6184,5764,4.584,4.344,1.134,0.793
FALSE POSITIVE,FALSE POSITIVE,0,41.0772969,0.0001985,-0.0001985,379.12848,0.00311,-0.00311,5.525,0.114,-0.114,1216.8,44.4,-44.4,3.25,0.91,-0.68,523,0,0,17.74,15.43,-8.07,28.8,5665,189,-189,4.381,0.195,-0.214,0.938,0.263,-0.197,14.907,41.0774954,41.0770984,41.0774954,41.0770984,379.13159,379.12537,5.639,5.411,1261.2,1172.4,4.16,2.57,523,523,33.17,9.67,5854,5476,4.576,4.167,1.201,0.741
FALSE POSITIVE,FALSE POSITIVE,0,135.9121619,0.0002195,-0.0002195,277.33,0.00118,-0.00118,5.628,0.0643,-0.0643,10188,118,-118,40.18,12.28,-4.35,370,0,0,4.41,4.09,-1.36,99.5,6141,192,-213,4.468,0.07,-0.21,0.959,0.293,-0.104,15.535,135.9123814,135.9119424,135.9123814,135.9119424,277.33118,277.32882,5.6923,5.5637,10306,10070,52.46,35.83,370,370,8.5,3.05,6333,5928,4.538,4.258,1.252,0.855
CONFIRMED,CANDIDATE,1,42.4729078,0.000369,-0.000369,146.28712,0.0076,-0.0076,7.253,0.214,-0.214,334,15.5,-15.5,2.03,0.29,-0.29,539,0,0,19.93,7.6,-6.1,22.8,5616,76,-76,4.327,0.132,-0.108,1.111,0.16,-0.16,14.601,42.4732768,42.4725388,42.4732768,42.4725388,146.29472,146.27952,7.467,7.039,349.5,318.5,2.32,1.74,539,539,27.53,13.83,5692,5540,4.459,4.219,1.271,0.951
CONFIRMED,CANDIDATE,0.998,15.17026921,0.00004077,-0.00004077,132.6655,0.00208,-0.00208,4.3311,0.0567,-0.0567,224.8,5.2,-5.2,2.47,0.41,-0.34,905,0,0,158.23,72.98,-49.43,45.4,6297,113,-126,4.26,0.09,-0.11,1.369,0.228,-0.187,13.147,15.17030998,15.17022844,15.17030998,15.17022844,132.66758,132.66342,4.3878,4.2744,230,219.6,2.88,2.13,905,905,231.21,108.8,6410,6171,4.35,4.15,1.597,1.182
CONFIRMED,CANDIDATE,0.603,39.4576228,0.0002744,-0.0002744,136.47398,0.00536,-0.00536,9.557,0.387,-0.387,244.8,6.9,-6.9,2.8,0.46,-0.38,658,0,0,44.26,20.41,-13.83,41.6,6297,113,-126,4.26,0.09,-0.11,1.369,0.228,-0.187,13.147,39.4578972,39.4573484,39.4578972,39.4573484,136.47934,136.46862,9.944,9.17,251.7,237.9,3.26,2.42,658,658,64.67,30.43,6410,6171,4.35,4.15,1.597,1.182
CONFIRMED,CANDIDATE,1,17.8159689,0.0000902,-0.0000902,134.4832,0.00409,-0.00409,3.6765,0.0972,-0.0972,776.8,39.4,-39.4,3.12,0.46,-0.21,699,0,0,56.48,23.14,-11.54,22.5,5964,107,-131,4.484,0.04,-0.12,0.933,0.136,-0.063,15.2,17.8160591,17.8158787,17.8160591,17.8158787,134.48729,134.47911,3.7737,3.5793,816.2,737.4,3.58,2.91,699,699,79.62,44.94,6071,5833,4.524,4.364,1.069,0.87
CONFIRMED,CANDIDATE,1,36.5157639,0.0001073,-0.0001073,151.28989,0.0024,-0.0024,3.6577,0.089,-0.089,861.3,27.6,-27.6,2.55,0.1,-0.14,425,0,0,7.71,1.14,-1.29,34.7,4847,77,-77,4.54,0.052,-0.021,0.781,0.03,-0.045,14.254,36.5158712,36.5156566,36.5158712,36.5156566,151.29229,151.28749,3.7467,3.5687,888.9,833.7,2.65,2.41,425,425,8.85,6.42,4924,4770,4.592,4.519,0.811,0.736
CONFIRMED,CANDIDATE,1,14.07969236,0.00003103,-0.00003103,139.96053,0.00184,-0.00184,1.375,0.0636,-0.0636,169.5,7.8,-7.8,2.08,0.36,-0.55,931,0,0,177.81,80.9,-86.16,26.2,5821,78,-78,4.097,0.221,-0.102,1.547,0.27,-0.406,12.261,14.07972339,14.07966133,14.07972339,14.07966133,139.96237,139.95869,1.4386,1.3114,177.3,161.7,2.44,1.53,931,931,258.71,91.65,5899,5743,4.318,3.995,1.817,1.141
CONFIRMED,CANDIDATE,0.998,16.54081386,0.00004043,-0.00004043,133.95274,0.002,-0.002,2.5996,0.064,-0.064,370,12.8,-12.8,1.57,0.1,-0.08,570,0,0,24.87,5.58,-4.14,32.8,5064,101,-101,4.572,0.028,-0.048,0.769,0.049,-0.038,13.755,16.54085429,16.54077343,16.54085429,16.54077343,133.95474,133.95074,2.6636,2.5356,382.8,357.2,1.67,1.49,570,570,30.45,20.73,5165,4963,4.6,4.524,0.818,0.731
CONFIRMED,CANDIDATE,1,3.609313059,0.000007605,-0.000007605,133.79024,0.00186,-0.00186,1.7752,0.054,-0.054,1375.1,45.1,-45.1,3.26,0.92,-0.31,1092,0,0,336.16,286.59,-94.96,35,5668,169,-186,4.545,0.036,-0.192,0.868,0.246,-0.082,15.54,3.609320664,3.609305454,3.609320664,3.609305454,133.7921,133.78838,1.8292,1.7212,1420.2,1330,4.18,2.95,1092,1092,622.75,241.2,5837,5482,4.581,4.353,1.114,0.786
CONFIRMED,CANDIDATE,1,1.93155546,0.00001502,-0.00001502,131.76708,0.00606,-0.00606,1.614,0.217,-0.217,504.9,72.5,-72.5,2.25,0.26,-0.09,1290,0,0,655.43,208.06,-85.99,8.6,5461,73,-81,4.552,0.018,-0.102,0.858,0.101,-0.034,13.007,1.93157048,1.93154044,1.93157048,1.93154044,131.77314,131.76102,1.831,1.397,577.4,432.4,2.51,2.16,1290,1290,863.49,569.44,5534,5380,4.57,4.45,0.959,0.824
CONFIRMED,CANDIDATE,0.978,8.41100305,0.00002326,-0.00002326,133.79856,0.00234,-0.00234,2.4553,0.0621,-0.0621,755.6,30.7,-30.7,1.8,0.09,-0.13,472,0,0,11.71,2.42,-2.45,27.6,3757,75,-83,4.718,0.039,-0.024,0.539,0.03,-0.038,15.773,8.41102631,8.41097979,8.41102631,8.41097979,133.8009,133.79622,2.5174,2.3932,786.3,724.9,1.89,1.67,472,472,14.13,9.26,3832,3674,4.757,4.694,0.569,0.501
CONFIRMED,CANDIDATE,1,13.52252364,0.00007447,-0.00007447,142.17932,0.00458,-0.00458,3.987,0.141,-0.141,690.6,36,-36,2.11,0.2,-0.1,652,0,0,42.82,12.78,-6.99,22.4,5338,106,-106,4.557,0.028,-0.077,0.816,0.078,-0.039,13.895,13.52259811,13.52244917,13.52259811,13.52244917,142.1839,142.17474,4.128,3.846,726.6,654.6,2.31,2.01,652,652,55.6,35.83,5444,5232,4.585,4.48,0.894,0.777
CONFIRMED,CANDIDATE,0.987,134.2520474,0.0005467,-0.0005467,182.70534,0.00306,-0.00306,9.0636,0.0904,-0.0904,832.1,16.6,-16.6,3.43,0.54,-0.53,393,0,0,5.63,2.44,-1.92,57.2,5818,105,-117,4.276,0.143,-0.104,1.2,0.186,-0.186,13.35,134.2525941,134.2515007,134.2525941,134.2515007,182.7084,182.70228,9.154,8.9732,848.7,815.5,3.97,2.9,393,393,8.07,3.71,5923,5701,4.419,4.172,1.386,1.014
CONFIRMED,CANDIDATE,0.999,3.268695042,0.000000262,-0.000000262,137.4817205,0.000065,-0.000065,3.45188,0.00218,-0.00218,10091,7.9,-7.9,16.91,2.61,-3.92,1597,0,0,1539,624.72,-678.87,1429.9,5927,80,-80,4.046,0.182,-0.098,1.691,0.261,-0.392,14.879,3.268695304,3.26869478,3.268695304,3.26869478,137.4817855,137.4816555,3.45406,3.4497,10098.9,10083.1,19.52,12.99,1597,1597,2163.72,860.13,6007,5847,4.228,3.948,1.952,1.299
CONFIRMED,CANDIDATE,1,99.7468804,0.0003938,-0.0003938,208.39688,0.00278,-0.00278,6.804,0.16,-0.16,1287,31.3,-31.3,3.94,1.4,-0.75,391,0,0,5.55,5.92,-2.3,45.6,5620,169,-152,4.363,0.194,-0.237,0.974,0.346,-0.186,14.422,99.7472742,99.7464866,99.7472742,99.7464866,208.39966,208.3941,6.964,6.644,1318.3,1255.7,5.34,3.19,391,391,11.47,3.25,5789,5468,4.557,4.126,1.32,0.788
FALSE POSITIVE,FALSE POSITIVE,0,22.84156293,0.00004131,-0.00004131,138.632,0.00149,-0.00149,2.5997,0.0692,-0.0692,2940.7,72.5,-72.5,30,5.56,-2.98,557,0,0,22.78,13.6,-6.39,47.6,5381,175,-159,4.538,0.051,-0.119,0.826,0.153,-0.082,15.911,22.84160424,22.84152162,22.84160424,22.84152162,138.63349,138.63051,2.6689,2.5305,3013.2,2868.2,35.56,27.02,557,557,36.38,16.39,5556,5222,4.589,4.419,0.979,0.744
CONFIRMED,CANDIDATE,0.998,11.720124,0.000001574,-0.000001574,142.173999,0.000109,-0.000109,3.0039,0.0165,-0.0165,9763.3,17,-17,7.94,1.06,-0.71,660,0,0,44.89,20.14,-11.57,707.3,5215,158,-142,4.564,0.052,-0.078,0.77,0.103,-0.069,14.518,11.72012557,11.72012243,11.72012557,11.72012243,142.174108,142.17389,3.0204,2.9874,9780.3,9746.3,9,7.23,660,660,65.03,33.32,5373,5073,4.616,4.486,0.873,0.701
CONFIRMED,CANDIDATE,1,4.33643506,0.00001148,-0.00001148,133.85442,0.00218,-0.00218,4.1445,0.0568,-0.0568,108.5,2.6,-2.6,1.75,0.07,-0.09,1453,0,0,1054.56,131.47,-153.35,48,6180,74,-80,4.133,0.015,-0.015,1.603,0.057,-0.082,11.704,4.33644654,4.33642358,4.33644654,4.33642358,133.8566,133.85224,4.2013,4.0877,111.1,105.9,1.82,1.66,1453,1453,1186.03,901.21,6254,6100,4.148,4.118,1.66,1.521
CONFIRMED,CANDIDATE,1,15.95541913,0.00005098,-0.00005098,143.30236,0.00263,-0.00263,3.9851,0.0788,-0.0788,762.6,20.9,-20.9,2.18,0.07,-0.15,573,0,0,25.54,3.59,-4.96,39,4891,78,-87,4.516,0.067,-0.018,0.805,0.028,-0.056,15.261,15.95547011,15.95536815,15.95547011,15.95536815,143.30499,143.29973,4.0639,3.9063,783.5,741.7,2.25,2.03,573,573,29.13,20.58,4969,4804,4.583,4.498,0.833,0.749
CONFIRMED,CANDIDATE,0.99,8.25980352,0.00004686,-0.00004686,137.47021,0.00485,-0.00485,2.928,0.13,-0.13,298.4,18,-18,1.35,0.04,-0.1,714,0,0,61.43,8.65,-11.93,18.3,4891,78,-87,4.516,0.067,-0.018,0.805,0.028,-0.056,15.261,8.25985038,8.25975666,8.25985038,8.25975666,137.47506,137.46536,3.058,2.798,316.4,280.4,1.39,1.25,714,714,70.08,49.5,4969,4804,4.583,4.498,0.833,0.749
CONFIRMED,CANDIDATE,1,62.5613879,0.0003187,-0.0003187,178.40847,0.00403,-0.00403,5.907,0.11,-0.11,1372.6,43.2,-43.2,3.54,0.93,-0.31,417,0,0,7.13,5.64,-1.8,35,5662,169,-152,4.56,0.042,-0.168,0.84,0.22,-0.073,15.5,62.5617066,62.5610692,62.5617066,62.5610692,178.4125,178.40444,6.017,5.797,1415.8,1329.4,4.47,3.23,417,417,12.77,5.33,5831,5510,4.602,4.392,1.06,0.767
